AGI	ProbeID	Gene Symbol	Description	PLT1_FC	PLT2_FC	PLT3_FC	PLT4_FC	PLT5_FC	PLT7_FC	QC_1h_FC	QC_4h_FC	PLT1_p	PLT2_p	PLT3_p	PLT4_p	PLT5_p	PLT7_p	QC_1h_p	QC_4h_p	PLT1	PLT2	PLT3	PLT4	PLT5	PLT7	QC_1h_plt	QC_4h_plt
1974	AT3G12860	AT3G12860_at	NA	NA	1.2	1.3	1.1	1.6	1.1	1.4	0.38	0.97	1.54924538334123e-07	0.00476109958650362	1.17741631991112e-05	3.53243741981123e-08	4.6169799829493e-06	8.52782529840343e-08	0.290244572857445	0.000392198221558217	1	1	1	1	1	1	0	1
1975	AT3G13040	AT3G13040_at	NA	NA	-0.78	-0.56	-0.43	-0.68	-0.5	-1	0.14	0.3	0.000240721400565759	0.0540019849302112	0.0618189935658582	0.00130776964168331	0.0186470215394161	2.21517426097113e-05	0.998342219233687	0.221794581778281	0	0	0	0	0	-1	0	0
1976	AT3G13150	AT3G13150_at	NA	NA	0.82	0.97	0.75	0.98	0.73	0.86	0.21	0.45	3.32079170503118e-05	0.00630445011174976	0.000775948153821894	1.07423500718108e-05	0.000399194948849001	2.237173616332e-05	0.998342219233687	0.0091206317303809	1	1	0	1	0	1	0	0
1977	AT3G13160	AT3G13160_at	NA	NA	1.2	0.87	0.9	1.1	0.75	1.2	0.11	0.25	2.86683432245889e-08	0.00476109958650362	2.03784615151436e-05	4.3438236991539e-07	4.47050740995609e-05	8.28365076185669e-08	0.998342219233687	0.0695478125716249	1	1	1	1	0	1	0	0
1978	AT3G13190	AT3G13190_at	NA	NA	1.5	0.81	1.1	1.2	0.54	1.3	-0.15	-0.18	4.33767735366977e-05	0.0137062912750187	0.00437119148185555	0.000600116187383729	0.0974332161680225	0.000195362282403549	0.998342219233687	0.212880773276301	1	1	0	1	0	1	0	0
1979	AT3G13222	AT3G13222_at	GIP1	Encodes a protein that binds to G-box binding transcription factors and enhances their binding affinities to G-box in vitro. This protein localizes to the nucleus and is expressed predominantly in the root.	1.3	0.65	0.69	0.94	0.69	0.81	0.079	0.32	7.73038716033171e-08	0.014430742528851	0.000760133068176918	7.05798791179357e-06	0.000322691457199915	1.76500439308698e-05	0.998342219233687	0.101007686530885	1	1	0	1	0	1	0	0
1980	AT3G13310	AT3G13310_at	NA	NA	-0.77	-0.39	-0.37	-0.35	-0.2	-0.86	-0.078	0.0097	9.66302276819815e-07	0.120919598235454	0.00734771394916476	0.00327244947729332	0.0990680354570061	4.28006260416699e-07	0.998342219233687	0.960348091132187	0	0	0	0	0	-1	0	0
1981	AT3G13350	AT3G13350_at	NA	NA	0.92	0.22	0.53	0.56	0.62	1.1	0.048	0.45	3.29692090708696e-06	0.211744132130005	0.00503603068064267	0.000851625110028432	0.000686147289253975	1.06270940018627e-06	0.998342219233687	0.0270468594451277	1	0	0	0	0	1	0	0
1982	AT3G13450	AT3G13450_at	DIN4	branched chain alpha-keto acid dehydrogenase E1 beta	1.3	0.5	0.004	-0.22	-0.004	1.7	-0.13	-0.5	1.42577905919512e-05	0.119925886329693	0.992835012376632	0.413218520878771	0.991656684562193	9.39489530171385e-07	0.998342219233687	0.0390908823892429	1	0	0	0	0	1	0	0
1983	AT3G13520	AT3G13520_at	AGP12 ATAGP12	Encodes a GPI-anchored arabinogalactan (AG) peptide with a short 'classical' backbone of 10 amino acids, seven of which are conserved among the 4 other Arabidopsis AG peptides.  These peptides may be involved in cell signaling.	-2.2	-0.37	-0.79	-0.76	-0.72	-2	-0.1	-0.14	1.2323996945335e-06	0.0659683295982322	0.0447855989138401	0.0221731792117397	0.0396867904908581	4.50181165577012e-06	0.998342219233687	0.51000130363056	-1	0	0	0	0	-1	0	0
1984	AT3G13560	AT3G13560_at	NA	NA	1.3	0.38	0.13	0.32	0.17	0.59	0.23	0.37	0.0001550481444472	0.0395545432003869	0.805554910538875	0.339769093283488	0.696262023896846	0.0529878012121252	0.998342219233687	0.0642721010611696	1	0	0	0	0	0	0	0
1985	AT3G13610	AT3G13610_at	NA	NA	-1.1	-0.43	-0.36	-0.075	-0.11	-0.83	-0.37	-0.6	0.000714018954194273	0.0839754137075953	0.388273279906005	0.860145643862857	0.80521920946348	0.00883761689227647	0.998342219233687	0.0501229986733057	-1	0	0	0	0	0	0	0
1986	AT3G13650	AT3G13650_at	NA	NA	-1.4	-0.84	-1	-0.76	-0.95	-1.6	-0.22	-1.1	0.000435870731817791	0.0641878051754458	0.0222699481732144	0.0406478488546109	0.019462527709419	0.000192094098016105	0.998342219233687	0.0206912812828302	-1	0	0	0	0	-1	0	-1
1987	AT3G13730	AT3G13730_at	CYP90D1	Encodes a cytochrome P-450 gene that is involved in brassinosteroid biosynthesis, most likely in the conversion step of teasterone (TE) to 3-dehydroteasterone (3DT), and/or 6-deoxoteasterone (6-deoxoTE) to 6-deoxo-3-dehydroteasterone (6-deoxo3DT); or the conversion of cathasterone (CT) to TE, and/or 6-deoxocathasterone (6-deoxoCT) to 6-deoxoTE. Recently, CYP90D1 was shown to catalyse the C-23 hydroxylation of several brassinosteroids (the enzyme has a broad specificity for 22-hydroxylated substrates). Member of the CYP90C CYP450 family. Similar to Cytochrome P450 90C1 (ROT3).	1.2	1.1	0.055	0.11	0.14	0.00018	0.36	0.6	0.00104765860126047	0.00548120578859004	0.928209867007322	0.803828965184181	0.779422981694578	0.99957426714334	0.586294913675713	0.00758218096463253	1	1	0	0	0	0	0	0
1988	AT3G13780	AT3G13780_at	NA	NA	1	0.35	0.36	0.7	0.24	0.62	0.24	0.56	7.66353572631835e-06	0.190045836905185	0.099406430944618	0.000560914748220935	0.226076292458903	0.00107258210979968	0.998342219233687	0.0248272811785975	1	0	0	0	0	0	0	0
1989	AT3G13940	AT3G13940_at	NA	NA	1.1	0.62	1.1	1.3	1.1	1	0.2	0.63	3.33603479271245e-05	0.053256968607854	0.000412470024422885	9.04974919561694e-06	0.000175875884064632	5.2682209930668e-05	0.998342219233687	0.0110531324323615	1	0	1	1	1	1	0	0
1990	AT3G13980	AT3G13980_at	NA	NA	-2.5	-1.2	-1.5	-1.4	-0.8	-2	0.057	0.072	6.64162776162587e-07	0.00657457665102345	0.00130752256630768	0.000335055607413707	0.0319348768876534	7.29825548298944e-06	0.998342219233687	0.811972699402211	-1	-1	-1	-1	0	-1	0	0
1991	AT3G14000	AT3G14000_at	ATBRXL2 BRX-LIKE2	Belongs to five-member BRX gene family. Arabidopsis BRX genes share high levels of similarity among each others, with several conserved domains. The most distinct is BRX domain - highly conserved in all BRX genes among distantly related species. This protein-protein interaction domain is required and sufficient for BRX activity.	1.7	1.2	0.52	0.47	0.46	1.9	0.04	0.057	6.50247026788512e-08	0.00525868865657509	0.0225504693800626	0.0155168676134613	0.0256819961811201	2.6266294339576e-08	0.998342219233687	0.805637366371381	1	1	0	0	0	1	0	0
1992	AT3G14060	AT3G14060_at	NA	NA	-1.2	-0.79	-1	-0.98	-0.35	-1.3	0.026	0.22	1.79143414381552e-05	0.0583747444884686	0.000711538981835745	0.000193328475919852	0.14851689371259	5.94379966646354e-06	0.998342219233687	0.195424788070399	-1	0	-1	-1	0	-1	0	0
1993	AT3G14067	AT3G14067_at	NA	NA	-0.99	-0.38	-1	-0.98	-0.5	-1.6	-0.18	-0.41	1.58108078254483e-06	0.0362684642572732	2.47472389374719e-05	4.32169672516008e-06	0.00350606265575071	1.40402661151465e-08	0.998342219233687	0.272378179620276	-1	0	-1	-1	0	-1	0	0
1994	AT3G14160	AT3G14160_at	NA	NA	1.1	0.27	0.31	0.34	0.054	0.68	-0.012	0.09	1.93561991857969e-06	0.270380675961934	0.115938001218076	0.0389807367225112	0.819074533776862	0.000199382907703044	0.998342219233687	0.758817692746604	1	0	0	0	0	0	0	0
1995	AT3G14220	AT3G14220_at	NA	NA	1.7	0.92	1.2	1.3	0.94	1.7	0.067	-0.015	4.98089428987016e-09	0.00461446509911085	7.0890296449288e-06	2.13575286878001e-07	1.75208135687032e-05	7.87887614473998e-09	0.998342219233687	0.956278857633761	1	1	1	1	1	1	0	0
1996	AT3G14230	AT3G14230_at	RAP2.2	encodes a member of the ERF (ethylene response factor) subfamily B-2 of ERF/AP2 transcription factor family (RAP2.2). The protein contains one AP2 domain. There are 5 members in this subfamily including RAP2.2 AND RAP2.12.	2.1	1.1	1.8	1.7	1.6	1.8	0.4	0.27	5.48921925297253e-10	0.00257878384254868	9.88899073204184e-08	1.95654919861802e-08	7.48813164035529e-08	4.70964317055892e-09	0.307627959444604	0.0934930356061895	1	1	1	1	1	1	0	0
1997	AT3G14240	AT3G14240_at	NA	NA	0.7	0.22	0.63	0.69	0.44	0.95	0.16	0.29	1.27029366078598e-05	0.162037104615746	0.000447719018022944	3.08483928791213e-05	0.00333116535215615	6.32112691168937e-07	0.998342219233687	0.114946089947902	0	0	0	0	0	1	0	0
1998	AT3G14270	AT3G14270_at	FAB1B	Encodes a protein that is predicted to act as a 1-phosphatidylinositol-3-phosphate (PtdIns3P) 5-kinase based on its homology to Fab1 from yeast. It contains an FYVE domain required for binding to PtdIns3P-containing membranes in yeast, as well as a Cpn60_TCP1 homology domain plus a kinase domain. fab1a/fab1b pollen grains not viable and have defective vacuolar organization.	-0.5	-0.38	-0.5	-0.32	-0.24	-0.83	-0.13	-0.4	5.01595294167573e-05	0.113013335043041	0.000524815593241286	0.00346421412481702	0.0320001823303337	2.8850451780906e-07	0.998342219233687	0.0453844919250548	0	0	0	0	0	-1	0	0
1999	AT3G14280	AT3G14280_at	NA	NA	-0.17	-1.3	-0.14	-0.29	0.007	-0.3	-0.053	0.029	0.201843076098466	0.0052948452384088	0.466912735499449	0.0345231707180694	0.975996824216205	0.0263786084840925	0.998342219233687	0.900834541070791	0	-1	0	0	0	0	0	0
2000	AT3G14350	AT3G14350_at	SRF7	NA	1.5	0.57	0.34	0.67	0.7	0.88	0.37	0.76	2.27367246204192e-07	0.0310521181596758	0.1361772797637	0.00109858978535605	0.00158412315211981	6.57676728522409e-05	0.998342219233687	0.0112568977938729	1	0	0	0	0	1	0	0
2001	AT3G14360	AT3G14360_at	NA	NA	0.94	0.63	0.84	0.85	1.1	0.97	-0.06	0.19	4.72872785334252e-05	0.0296432185346903	0.00121951389791208	0.000234537759437628	8.27045194594352e-05	4.21944187531173e-05	0.998342219233687	0.302765075252049	1	0	1	1	1	1	0	0
2002	AT3G14370	AT3G14370_at	WAG2	The WAG2 and its homolog, WAG1 each encodes protein-serine/threonine kinase that are nearly 70% identical to PsPK3 protein. All three together with CsPK3 belong to PsPK3-type kinases. At the N-terminus, all four possess a serine/threonine-rich domain. They are closely related to Arabidopsis kinases PINOID. wag1/wag2 double mutants exhibit a pronounced wavy root phenotype when grown vertically on agar plates (while wild-type plants develop wavy roots only on plates inclined to angles less than 90 degrees), indicating an overlapping role for WAG1 and WAG2 as suppressors of root waving. Simultaneous disruption of PID(AT2G34650) and its 3 closest homologs (PID2/AT2G26700, WAG1/AT1G53700, and WAG2/AT3G14370) abolishes the formation of cotyledons.	-0.82	-0.17	-0.31	-0.29	-0.32	-0.72	-0.13	-0.36	9.09348214509885e-05	0.56654782194617	0.167949013527604	0.113495816227413	0.109719262064322	0.000377059216372795	0.998342219233687	0.173520518633341	-1	0	0	0	0	0	0	0
2003	AT3G14560	AT3G14560_at	NA	NA	-2.9	-0.82	-2.6	-2.5	-1.7	-3.3	-0.53	-1.2	1.88573361131701e-07	0.0072801930393941	1.48585432445573e-05	1.97481266643142e-06	0.000238012597274777	7.2267370289072e-08	0.998342219233687	0.00850796971008916	-1	-1	-1	-1	-1	-1	0	-1
2004	AT3G14570	AT3G14570_at	ATGSL04 atgsl4 gsl04 GSL04	encodes a protein similar to callose synthase	-0.84	-0.14	-0.56	-0.37	-0.33	-0.44	0.03	-0.21	1.67873751500135e-06	0.649160485768179	0.000978984568507588	0.00535050061779091	0.019259621637856	0.00105433851779004	0.998342219233687	0.418774031522331	-1	0	0	0	0	0	0	0
2005	AT3G14595	AT3G14595_at	NA	NA	-0.89	-0.89	-0.69	-0.98	-0.4	-1.1	-0.057	-0.18	0.00112923828151859	0.0153105439776764	0.0293142995648439	0.000894415407227419	0.170507982634293	0.000265215356599937	0.998342219233687	0.384202191152652	-1	-1	0	-1	0	-1	0	0
2006	AT3G14620	AT3G14620_at	CYP72A8	putative cytochrome P450	-0.71	-0.39	-0.95	-0.63	-0.79	-0.86	-0.006	-0.016	0.00218432599956408	0.10898063268242	0.00148325580449945	0.00791615971130518	0.00272813867662177	0.000483611300454139	0.998342219233687	0.936860873030996	0	0	-1	0	0	-1	0	0
2007	AT3G14650	AT3G14650_at	CYP72A11	putative cytochrome P450	-2.2	-0.56	-0.74	-1.1	-0.42	-0.69	-0.078	0.018	8.87527088761331e-08	0.0535929060833946	0.0149213960791085	0.000268170977361564	0.127480414840666	0.00610595882245516	0.998342219233687	0.927835114026536	-1	0	0	-1	0	0	0	0
2008	AT3G14660	AT3G14660_at	CYP72A13	putative cytochrome P450	-1.8	-0.21	-1.2	-1.3	-0.82	-0.33	0.024	-0.18	3.04397117558423e-06	0.737413131813786	0.00151955546933494	0.000138911205852525	0.0087301508397171	0.235649667760327	0.998342219233687	0.642152477502192	-1	0	-1	-1	0	0	0	0
2009	AT3G14680	AT3G14680_at	CYP72A14	putative cytochrome P450	-1.2	-1.5	-1.2	-0.47	-0.66	-1.3	0.024	-0.049	8.17899806660762e-06	0.00974659080993529	0.000153793675130593	0.0286535189708845	0.00563085781054117	5.52164661391817e-06	0.998342219233687	0.767714628196115	-1	-1	-1	0	0	-1	0	0
2010	AT3G14690	AT3G14690_at	CYP72A15	putative cytochrome P450	-0.33	-0.23	-0.84	-0.23	-0.44	-0.52	-0.057	0.097	0.00533268602685431	0.27495747955583	2.19649325189663e-05	0.0643454576959857	0.00216274505470922	0.000151529776706498	0.998342219233687	0.786898850677911	0	0	-1	0	0	0	0	0
2011	AT3G14730	AT3G14730_at	NA	NA	0.86	0.35	0.39	0.56	0.43	0.56	-0.056	0.22	7.45954404377293e-06	0.0592991435736089	0.0304470590567704	0.000835160988580446	0.00964341477137562	0.000563016479419141	0.998342219233687	0.26529250551006	1	0	0	0	0	0	0	0
2012	AT3G14740	AT3G14740_at	NA	NA	0.15	NA	0.32	0.25	0.38	0.9	0.098	-0.43	0.439936852555018	NA	0.201404658181531	0.221009281690042	0.0766828354881432	0.000111209557917023	0.998342219233687	0.0562894503516924	0	NA	0	0	0	1	0	0
2013	AT3G14760	AT3G14760_at	NA	NA	-1.5	-0.84	-1.2	-1.4	-0.74	-1.6	0.053	-0.052	6.6891319412818e-07	0.0125712725433986	0.000181970509829278	4.13841949907851e-06	0.0029804708484624	7.35935935737504e-07	0.998342219233687	0.805587289532192	-1	-1	-1	-1	0	-1	0	0
2014	AT3G14770	AT3G14770_at	AtSWEET2 SWEET2	NA	-1.7	-1.3	-1.1	-1.5	-0.91	-1.7	-0.32	-0.54	8.6563627157671e-07	0.00448641658663348	0.000564352756192698	5.32219944811598e-06	0.00125231323918059	8.27607382405141e-07	0.998342219233687	0.0832795361395769	-1	-1	-1	-1	-1	-1	0	0
2015	AT3G14850	AT3G14850_at	TBL41	Encodes a member of the TBL (TRICHOME BIREFRINGENCE-LIKE) gene family containing a plant-specific DUF231 (domain of unknown function) domain. TBL gene family has 46 members, two of which (TBR/AT5G06700 and TBL3/AT5G01360) have been shown to be involved in the synthesis and deposition of secondary wall cellulose, presumably by influencing the esterification state of pectic polymers. A nomenclature for this gene family has been proposed (Volker Bischoff & Wolf Scheible, 2010, personal communication).	-1.4	-0.56	-0.86	-0.85	-0.68	-1.3	-0.011	-0.26	4.93096334341304e-09	0.0499202701338056	2.18798162893558e-05	2.97543223685626e-06	7.66415638944724e-05	2.6266294339576e-08	0.998342219233687	0.104498716089219	-1	0	-1	-1	0	-1	0	0
2016	AT3G14890	AT3G14890_at	NA	NA	1.6	0.64	1	1.2	1	1.7	0.034	0.53	6.2085215928637e-07	0.0123966981743469	0.000565106491878154	2.79123751871276e-05	0.000268158888972016	4.11669802881059e-07	0.998342219233687	0.0195068971891262	1	1	1	1	1	1	0	0
2017	AT3G14900	AT3G14900_at	EMB3120	NA	0.53	0.041	0.84	1	1.2	0.43	0.22	0.51	0.0026492905283745	0.858583180690191	0.000534446895265631	1.14618764735512e-05	1.24705986770812e-05	0.0125605158096945	0.998342219233687	0.0179431354763891	0	0	1	1	1	0	0	0
2018	AT3G14940	AT3G14940_at	ATPPC3 PPC3	Encodes a cytosolic phosphoenolpyruvate carboxylase (PEPC) that has activity when expressed in E.coli. Its mRNA is most abundantly expressed in roots and siliques. PPC3 belongs to the plant-type PEPC family. It can form an enzymatically active complex with a castor bean ortholog of PPC4, which encodes a bacterial-type PEPC.	-2.3	-1	-0.61	-0.52	-0.68	-0.84	-0.15	-0.73	2.5396434100134e-08	0.0264922324431066	0.0349021746086149	0.0313245788980514	0.0106450396858407	0.000947835038760751	0.998342219233687	0.0195329134114901	-1	0	0	0	0	-1	0	0
2019	AT3G15000	AT3G15000_at	RIP1	NA	0.99	0.38	0.64	0.89	0.67	0.81	0.036	0.35	8.20365495088276e-08	0.0630073573500879	0.000135981118154258	7.90716638981057e-07	3.89207534237002e-05	9.13056538870167e-07	0.998342219233687	0.0241282718811573	1	0	0	1	0	1	0	0
2020	AT3G15060	AT3G15060_at	AtRABA1g RABA1g	NA	0.85	0.023	0.37	0.56	0.14	0.74	0.038	0.086	1.42380448129442e-05	0.898685458138809	0.0506829706825416	0.00122245315909708	0.447513639511394	6.65911426508086e-05	0.998342219233687	0.779397184126154	1	0	0	0	0	0	0	0
2021	AT3G15080	AT3G15080_at	NA	NA	0.84	0.45	0.72	1	0.75	0.96	-0.044	0.14	1.66295937497573e-05	0.0509398704034415	0.000751224141040612	5.9180338272205e-06	0.00025697703354927	4.96829733784272e-06	0.998342219233687	0.623481995278326	1	0	0	1	0	1	0	0
2022	AT3G15140	AT3G15140_at	NA	NA	1.6	0.59	1.3	1.5	1.2	1.3	0.068	0.45	1.10817140848744e-07	0.0172790494859227	2.64728358145503e-05	8.71312030253152e-07	1.95088188031604e-05	1.74460735172366e-06	0.998342219233687	0.0350855164621624	1	0	1	1	1	1	0	0
2023	AT3G15300	AT3G15300_at	NA	NA	0.66	0.36	1.1	0.61	0.9	0.41	-0.11	-0.42	0.00322390959327333	0.0505528526987966	0.000561409426502398	0.00829365975173491	0.000902469785930185	0.0578513889455022	0.998342219233687	0.0687092295803822	0	0	1	0	1	0	0	0
2024	AT3G15350	AT3G15350_at	NA	NA	0.82	0.55	0.9	0.6	0.35	0.91	-0.07	-0.3	2.45764457073053e-07	0.0390860666599368	2.88206126895163e-06	1.51300094158557e-05	0.00380641944383794	1.2121686955246e-07	0.998342219233687	0.0731067435954098	1	0	1	0	0	1	0	0
2025	AT3G15357	AT3G15357_at	NA	NA	2.5	1.4	1.8	2.5	1.9	2.2	0.31	1	3.81245371990533e-10	0.00261349111472511	3.05615411252777e-07	2.02213636130653e-09	7.48813164035529e-08	3.02599738513128e-09	0.998342219233687	0.00555808370204191	1	1	1	1	1	1	0	1
2026	AT3G15450	AT3G15450_at	NA	NA	0.74	-0.15	0.062	-0.082	-0.53	2.4	-0.09	0.11	0.191394283769889	0.613516714637488	0.954065946215603	0.920631158127539	0.460945691842086	0.000310479410451918	0.998342219233687	0.643078856025674	0	0	0	0	0	1	0	0
2027	AT3G15460	AT3G15460_at	NA	NA	1.1	0.68	0.94	1.2	0.82	1.1	0.096	0.67	4.46134128898459e-07	0.0801538959568277	4.92023205773409e-05	4.68771959036097e-07	6.61070591565928e-05	7.3072672054247e-07	0.998342219233687	0.0133461280090124	1	0	1	1	1	1	0	0
2028	AT3G15480	AT3G15480_at	NA	NA	-0.93	-0.35	-0.45	-0.64	-0.45	-0.57	-0.1	-0.18	3.96672426171783e-08	0.0701212341524782	0.000841741759400316	4.9764340639702e-06	0.000348502443617	9.24824568961161e-06	0.998342219233687	0.198401711970567	-1	0	0	0	0	0	0	0
2029	AT3G15540	AT3G15540_at	IAA19 MSG2	Primary auxin-responsive gene. Involved in the regulation stamen filaments development.	-0.9	-0.68	-0.5	-0.56	-0.44	-0.53	-0.067	-0.26	1.29099298325402e-05	0.0240128066398351	0.0142306009837248	0.00184630584830325	0.0155547879238219	0.00189036852842365	0.998342219233687	0.159464087647506	-1	0	0	0	0	0	0	0
2030	AT3G15570	AT3G15570_at	NA	NA	-1.2	-0.64	-0.61	-0.62	-0.52	-0.59	0.27	0.026	8.01173800853284e-05	0.0136811223737549	0.0530034115267852	0.0198322380908331	0.0665130739022479	0.0209913383385243	0.89602826410864	0.895303892363283	-1	-1	0	0	0	0	0	0
2031	AT3G15590	AT3G15590_at	NA	NA	0.75	0.49	0.66	0.85	0.68	0.75	0.2	0.51	3.5111887697517e-06	0.03598469346429	0.000201367634830972	2.37253658124816e-06	6.56720209695352e-05	4.35279399019836e-06	0.998342219233687	0.0121102167938592	0	0	0	1	0	0	0	0
2032	AT3G15620	AT3G15620_at	UVR3	Required for photorepair of 6-4 photoproducts in Arabidopsis thaliana.	0.34	-0.12	0.24	0.31	0.14	0.94	-0.05	0.061	0.0187464522979213	0.432022032177888	0.205351340444782	0.0394663041021374	0.422521586237497	4.07279550492104e-06	0.998342219233687	0.830975812786285	0	0	0	0	0	1	0	0
2033	AT3G15630	AT3G15630_at	NA	NA	0.92	0.044	0.2	0.63	0.36	2	-0.13	-0.079	0.0975995582394994	0.882300540528273	0.834027729770643	0.312163080623271	0.63685094159319	0.00123141467221141	0.998342219233687	0.730750728265731	0	0	0	0	0	1	0	0
2034	AT3G15670	AT3G15670_at	NA	NA	-1.2	0.3	-0.81	-1.8	0.11	-1.5	-0.17	0.16	0.0111926370202676	0.229344610222508	0.171381490123012	0.000967807776622014	0.881005729810225	0.0023407242666474	0.998342219233687	0.66891738130317	0	0	0	-1	0	0	0	0
2035	AT3G15680	AT3G15680_at	NA	NA	1.5	0.86	1.8	1.5	1.4	1.2	0.79	0.63	2.02855594490354e-09	0.00931709197514521	6.83681011968587e-09	1.04657196841892e-08	4.23397101312357e-08	3.45059563982212e-08	0.0291775302340564	0.0108911511187695	1	1	1	1	1	1	0	0
2036	AT3G15720	AT3G15720_at	NA	NA	4	2.5	4.3	2.3	1.7	3.9	1.3	1.9	3.78363158420404e-11	0.000455213184811387	3.0261471257682e-10	3.36473282433167e-08	2.53646409605481e-06	1.04788071224438e-10	0.0389926254477668	0.00129556458605486	1	1	1	1	1	1	1	1
2037	AT3G15760	AT3G15760_at	NA	NA	1.1	0.14	-0.7	-1	-0.65	0.63	0.35	0.28	1.96213113135996e-05	0.607976667800903	0.00928828790531935	0.000126501818834019	0.00801514243575218	0.00441941665846916	0.998342219233687	0.25327876891221	1	0	0	-1	0	0	0	0
2038	AT3G15770	AT3G15770_at	NA	NA	-0.43	-0.46	-1.1	-0.8	-0.84	-0.31	0.072	-0.13	0.0472795611138005	0.0422011247482777	0.000601678809526062	0.00137486048915435	0.00182493221334753	0.161521880473078	0.998342219233687	0.67760952550456	0	0	-1	0	-1	0	0	0
2039	AT3G15810	AT3G15810_at	NA	NA	-1.1	-0.39	-0.48	-0.5	-0.29	-0.59	0.032	-0.4	4.06941945229842e-05	0.0415234930421784	0.0647740237001672	0.0239418154357462	0.230635900019051	0.00649952015149018	0.998342219233687	0.0529039533178553	-1	0	0	0	0	0	0	0
2040	AT3G15950	AT3G15950_at	NAI2	Similar to TSK-associating protein 1 (TSA1), contains 10 EFE repeats, a novel repeat sequence unique to plants.  Expressed preferentially in the roots.Protein is localized to ER bodies- an endoplasmic reticulum derived structure. Loss of function mutations lack ER bodies.	-0.96	-0.22	-0.17	-0.27	-0.11	-0.76	-0.019	-0.34	6.03368487151444e-06	0.148835803828422	0.423184709505007	0.109436949103807	0.591062773598647	8.12922615947015e-05	0.998342219233687	0.168371235777719	-1	0	0	0	0	0	0	0
2041	AT3G15990	AT3G15990_at	SULTR3;4	Encodes sulfate transporter Sultr3;4.	1.2	0.62	0.082	-0.052	-0.16	0.56	0.055	-0.018	5.00466759509141e-05	0.0704031863521655	0.838299959196495	0.874738446122208	0.599916190528721	0.0194232323334075	0.998342219233687	0.955093824226573	1	0	0	0	0	0	0	0
2042	AT3G16180	AT3G16180_at	NA	NA	-1.8	-0.26	-1.1	-1.2	-0.84	-1.8	-0.42	-0.86	1.0364079663063e-08	0.361229130886624	3.57218523657217e-05	1.59732342367529e-06	0.000136345240077166	1.32753887441089e-08	0.998342219233687	0.0261914729855193	-1	0	-1	-1	-1	-1	0	-1
2043	AT3G16240	AT3G16240_at	AQP1 ATTIP2;1 DELTA-TIP DELTA-TIP1 TIP2;1	Delta tonoplast intrinsic protein, functions as a water channel and ammonium (NH3) transporter. Highly expressed in flower, shoot, and stem. Expression shows diurnal regulation and is induced by ammonium (NH3). Protein localized to vacuolar membrane.	-3.6	-0.75	-1.7	-1.6	-0.76	-2.9	-0.072	-0.46	4.99628176453067e-05	0.0197402612690203	0.0686601083697291	0.0351583223826478	0.389868895644139	0.000482338367721482	0.998342219233687	0.0907454296883077	-1	-1	0	0	0	-1	0	0
2044	AT3G16250	AT3G16250_at	NDF4 PnsB3	encodes a novel subunit of the chloroplast NAD(P)H dehydrogenase complex, involved in cyclic electron flow around photosystem I to produce ATP. Contains a 4Fe-4S cluster.	-1.6	-0.42	-0.41	-0.31	-0.19	-1	0.016	0.06	2.09934659124395e-05	0.0541317964816667	0.285520297088431	0.33254697878771	0.624881515013831	0.00126816978683369	0.998342219233687	0.738227017356048	-1	0	0	0	0	-1	0	0
2045	AT3G16310	AT3G16310_at	NA	NA	1.1	0.59	0.68	0.86	0.48	0.89	0.17	0.5	1.11274936031628e-06	0.0136597895607194	0.00102696728178844	1.975521730852e-05	0.00593430367012883	8.79116422544113e-06	0.998342219233687	0.00837053058749484	1	0	0	1	0	1	0	0
2046	AT3G16320	AT3G16320_at	CDC27a	Subunit in the anaphase-promoting complex. Role in gametogenesis, control of mitotic  progression and cell differentiation during the entire life cycle.	1.1	0.49	0.93	1	0.8	1.8	-0.077	0.047	6.92352353832662e-07	0.041018480610685	9.06010438084241e-05	5.46124981362391e-06	0.000146888397800633	7.13120174424381e-09	0.998342219233687	0.807564147861831	1	0	1	1	0	1	0	0
2047	AT3G16350	AT3G16350_at	NA	NA	-0.28	-0.7	-0.11	0.099	0.12	-0.088	-0.25	-0.4	0.0746625265385386	0.00891974696246363	0.645601460825616	0.607496740256855	0.578972733642948	0.622080893355664	0.998342219233687	0.0494861234306013	0	-1	0	0	0	0	0	0
2048	AT3G16360	AT3G16360_at	AHP4	Encodes AHP4, a histidine-containing phosphotransmitter involved in Histidine (His)-to-Aspartate (Asp) phosphorelay signal transduction. AHP4 is one of the six Arabidopsis thaliana histidine phosphotransfer proteins (AHPs).  AHPs function as redundant positive regulators of cytokinin signaling.  Members of the AHP gene family include: AT3G21510 (AHP1), AT3G29350 (AHP2), AT5G39340 (AHP3), AT3G16360 (AHP4), AT1G03430 (AHP5) and AT1G80100 (AHP6).	-0.14	0.65	0.16	0.46	0.52	-0.28	0.027	0.11	0.606429820727714	0.0145219114551078	0.69092420007178	0.093745272827546	0.0796058213633963	0.306663779767901	0.998342219233687	0.538077124216866	0	1	0	0	0	0	0	0
2049	AT3G16370	AT3G16370_at	NA	NA	-4	-0.83	-1.8	-2.3	-1.1	-2.7	-0.07	-0.22	9.20093342981848e-06	0.00548120578859004	0.0369026312130812	0.00207386206908426	0.141816710277572	0.000473110413735502	0.998342219233687	0.281786585100904	-1	-1	0	0	0	-1	0	0
