gen.id	name	id
AT3G16480	carboxylic acid biosynthetic process	GO:0046394
AT3G16480	seed development	GO:0048316
AT3G16490	tissue development	GO:0009888
AT3G16490	organic acid biosynthetic process	GO:0016053
AT3G16490	carboxylic acid metabolic process	GO:0019752
AT3G16490	root development	GO:0048364
AT3G16490	cellular developmental process	GO:0048869
AT3G16490	cell division	GO:0051301
AT3G16500	regulation of DNA-templated transcription	GO:0006355
AT3G16500	response to auxin	GO:0009733
AT3G16510	immune system process	GO:0002376
AT3G16510	defense response	GO:0006952
AT3G16510	response to water deprivation	GO:0009414
AT3G16510	response to wounding	GO:0009611
AT3G16510	response to salt stress	GO:0009651
AT3G16510	response to abscisic acid	GO:0009737
AT3G16510	response to salicylic acid	GO:0009751
AT3G16510	ethylene-activated signaling pathway	GO:0009873
AT3G16510	response to chitin	GO:0010200
AT3G16510	response to organic cyclic compound	GO:0014070
AT3G16510	regulation of defense response	GO:0031347
AT3G16510	defense response to bacterium	GO:0042742
AT3G16510	negative regulation of cellular process	GO:0048523
AT3G16510	defense response to other organism	GO:0098542
AT3G16510	cellular response to oxygen-containing compound	GO:1901701
AT3G16520	response to light stimulus	GO:0009416
AT3G16520	chlorophyll biosynthetic process	GO:0015995
AT3G16530	response to oomycetes	GO:0002239
AT3G16530	response to chitin	GO:0010200
AT3G16560	protein dephosphorylation	GO:0006470
AT3G16565	alanyl-tRNA aminoacylation	GO:0006419
AT3G16565	signal transduction	GO:0007165
AT3G16565	response to inorganic substance	GO:0010035
AT3G16565	oxoacid metabolic process	GO:0043436
AT3G16565	cellular response to organic substance	GO:0071310
AT3G16570	cell-cell signaling	GO:0007267
AT3G16570	response to brassinosteroid	GO:0009741
AT3G16570	calcium-mediated signaling	GO:0019722
AT3G16570	negative regulation of growth	GO:0045926
AT3G16580	biological_process	GO:0008150
AT3G16620	protein targeting to chloroplast	GO:0045036
AT3G16630	microtubule-based movement	GO:0007018
AT3G16630	microtubule depolymerization	GO:0007019
AT3G16630	plant-type secondary cell wall biogenesis	GO:0009834
AT3G16630	trichome morphogenesis	GO:0010090
AT3G16630	metaxylem development	GO:0090058
AT3G16630	regulation of cell wall organization or biogenesis	GO:1903338
AT3G16640	regulation of cell growth	GO:0001558
AT3G16640	regulation of mitotic cell cycle	GO:0007346
AT3G16640	post-embryonic development	GO:0009791
AT3G16640	embryo development ending in seed dormancy	GO:0009793
AT3G16640	drought recovery	GO:0009819
AT3G16640	pollen tube growth	GO:0009860
AT3G16640	auxin homeostasis	GO:0010252
AT3G16640	positive regulation of microtubule depolymerization	GO:0031117
AT3G16640	regulation of multicellular organism growth	GO:0040014
AT3G16640	root development	GO:0048364
AT3G16640	lateral root development	GO:0048527
AT3G16640	root hair cell tip growth	GO:0048768
AT3G16640	cell division	GO:0051301
AT3G16640	regulation of stomatal closure	GO:0090333
AT3G16650	mRNA splicing, via spliceosome	GO:0000398
AT3G16660	response to light stimulus	GO:0009416
AT3G16670	response to oxidative stress	GO:0006979
AT3G16680	DNA-templated transcription	GO:0006351
AT3G16690	response to osmotic stress	GO:0006970
AT3G16690	cellular response to nitrogen starvation	GO:0006995
AT3G16690	carbohydrate transport	GO:0008643
AT3G16690	response to cold	GO:0009409
AT3G16690	response to sucrose	GO:0009744
AT3G16690	response to glucose	GO:0009749
AT3G16690	response to fructose	GO:0009750
AT3G16690	protein homooligomerization	GO:0051260
AT3G16690	fructose export from vacuole to cytoplasm	GO:1902334
AT3G16700	response to salicylic acid	GO:0009751
AT3G16700	regulation of defense response	GO:0031347
AT3G16700	cellular response to organic cyclic compound	GO:0071407
AT3G16700	defense response to other organism	GO:0098542
AT3G16720	defense response	GO:0006952
AT3G16720	protein ubiquitination	GO:0016567
AT3G16730	meiotic chromosome condensation	GO:0010032
AT3G16730	positive regulation of DNA repair	GO:0045739
AT3G16730	mitotic sister chromatid separation	GO:0051306
AT3G16730	positive regulation of response to DNA damage stimulus	GO:2001022
AT3G16740	response to light intensity	GO:0009642
AT3G16740	regulation of seed germination	GO:0010029
AT3G16740	protein ubiquitination	GO:0016567
AT3G16740	negative regulation of cellular process	GO:0048523
AT3G16750	biological_process	GO:0008150
AT3G16760	biological_process	GO:0008150
AT3G16770	regulation of DNA-templated transcription	GO:0006355
AT3G16770	cell death	GO:0008219
AT3G16770	response to ethylene	GO:0009723
AT3G16770	response to cytokinin	GO:0009735
AT3G16770	response to jasmonic acid	GO:0009753
AT3G16770	ethylene-activated signaling pathway	GO:0009873
AT3G16770	heat acclimation	GO:0010286
AT3G16770	positive regulation of DNA-templated transcription	GO:0045893
AT3G16770	response to other organism	GO:0051707
AT3G16780	translation	GO:0006412
AT3G16780	response to inorganic substance	GO:0010035
AT3G16785	phosphatidic acid biosynthetic process	GO:0006654
AT3G16785	lipid biosynthetic process	GO:0008610
AT3G16785	phospholipid catabolic process	GO:0009395
AT3G16785	inositol lipid-mediated signaling	GO:0048017
AT3G16785	root development	GO:0048364
AT3G16800	microtubule cytoskeleton organization	GO:0000226
AT3G16800	protein dephosphorylation	GO:0006470
AT3G16800	drought recovery	GO:0009819
AT3G16800	peptidyl-threonine dephosphorylation	GO:0035970
AT3G16800	negative regulation of growth	GO:0045926
AT3G16810	regulation of translation	GO:0006417
AT3G16810	embryo development ending in seed dormancy	GO:0009793
AT3G16830	regulation of DNA-templated transcription	GO:0006355
AT3G16830	primary shoot apical meristem specification	GO:0010072
AT3G16840	embryo development ending in seed dormancy	GO:0009793
AT3G16850	carbohydrate metabolic process	GO:0005975
AT3G16850	cellular lipid metabolic process	GO:0044255
AT3G16850	developmental growth	GO:0048589
AT3G16850	cellular developmental process	GO:0048869
AT3G16857	response to water deprivation	GO:0009414
AT3G16857	response to cytokinin	GO:0009735
AT3G16857	cytokinin-activated signaling pathway	GO:0009736
AT3G16857	regulation of root meristem growth	GO:0010082
AT3G16857	regulation of chlorophyll biosynthetic process	GO:0010380
AT3G16857	maintenance of shoot apical meristem identity	GO:0010492
AT3G16857	regulation of anthocyanin metabolic process	GO:0031537
AT3G16857	root development	GO:0048364
AT3G16857	shoot system development	GO:0048367
AT3G16857	cellular response to cytokinin stimulus	GO:0071368
AT3G16857	primary root development	GO:0080022
AT3G16857	regulation of cytokinin-activated signaling pathway	GO:0080036
AT3G16857	regulation of seed growth	GO:0080113
AT3G16857	axillary shoot meristem initiation	GO:0090506
AT3G16857	callus formation	GO:1990110
AT3G16860	immune system process	GO:0002376
AT3G16860	response to temperature stimulus	GO:0009266
AT3G16860	response to water deprivation	GO:0009414
AT3G16860	response to wounding	GO:0009611
AT3G16860	response to salt stress	GO:0009651
AT3G16860	response to abscisic acid	GO:0009737
AT3G16860	jasmonic acid mediated signaling pathway	GO:0009867
AT3G16860	response to chitin	GO:0010200
AT3G16860	cellulose microfibril organization	GO:0010215
AT3G16860	response to organic cyclic compound	GO:0014070
AT3G16860	regulation of defense response	GO:0031347
AT3G16860	defense response to bacterium	GO:0042742
AT3G16860	defense response to fungus	GO:0050832
AT3G16870	regulation of DNA-templated transcription	GO:0006355
AT3G16870	plant-type secondary cell wall biogenesis	GO:0009834
AT3G16870	cell differentiation	GO:0030154
AT3G16895	biological_process	GO:0008150
AT3G16910	acetate metabolic process	GO:0006083
AT3G16910	glyoxylate cycle	GO:0006097
AT3G16910	butyrate metabolic process	GO:0019605
AT3G16920	carbohydrate metabolic process	GO:0005975
AT3G16920	chitin catabolic process	GO:0006032
AT3G16920	lignin biosynthetic process	GO:0009809
AT3G16920	cell wall macromolecule catabolic process	GO:0016998
AT3G16940	regulation of DNA-templated transcription	GO:0006355
AT3G16940	regulation of transcription by RNA polymerase II	GO:0006357
AT3G16940	response to salt stress	GO:0009651
AT3G16950	acetyl-CoA biosynthetic process from pyruvate	GO:0006086
AT3G16950	cell redox homeostasis	GO:0045454
AT3G16950	response to arsenic-containing substance	GO:0046685
AT3G16980	mitotic cell cycle	GO:0000278
AT3G16980	maintenance of transcriptional fidelity during transcription elongation by RNA polymerase II	GO:0001193
AT3G16980	transcription-coupled nucleotide-excision repair	GO:0006283
AT3G16980	transcription initiation at RNA polymerase II promoter	GO:0006367
AT3G16980	mRNA cleavage	GO:0006379
AT3G16980	tissue development	GO:0009888
AT3G16980	negative regulation of gene expression	GO:0010629
AT3G16980	chromosome organization	GO:0051276
AT3G16980	regulation of cell cycle	GO:0051726
AT3G16990	response to oxidative stress	GO:0006979
AT3G16990	thiamine diphosphate biosynthetic process	GO:0009229
AT3G16990	small molecule metabolic process	GO:0044281
AT3G16990	seed development	GO:0048316
AT3G17000	protein polyubiquitination	GO:0000209
AT3G17000	ubiquitin-dependent protein catabolic process	GO:0006511
AT3G17000	cellular response to water deprivation	GO:0042631
AT3G17000	negative regulation of stomatal opening	GO:1902457
AT3G17010	shoot system development	GO:0048367
AT3G17020	response to cold	GO:0009409
AT3G17040	RNA processing	GO:0006396
AT3G17040	mRNA processing	GO:0006397
AT3G17040	regulation of translation	GO:0006417
AT3G17040	plastid organization	GO:0009657
AT3G17040	response to red light	GO:0010114
AT3G17040	negative regulation of exoribonuclease activity	GO:1901918
AT3G17060	cell wall modification	GO:0042545
AT3G17060	pectin catabolic process	GO:0045490
AT3G17070	response to stress	GO:0006950
AT3G17070	response to oxidative stress	GO:0006979
AT3G17070	hydrogen peroxide catabolic process	GO:0042744
AT3G17080	biological_process	GO:0008150
AT3G17090	peptidyl-threonine dephosphorylation	GO:0035970
AT3G17100	regulation of DNA-templated transcription	GO:0006355
AT3G17120	response to wounding	GO:0009611
AT3G17120	hormone-mediated signaling pathway	GO:0009755
AT3G17120	response to organonitrogen compound	GO:0010243
AT3G17120	glucosinolate metabolic process	GO:0019760
AT3G17120	cell differentiation	GO:0030154
AT3G17120	monocarboxylic acid metabolic process	GO:0032787
AT3G17120	cell wall biogenesis	GO:0042546
AT3G17120	cellular response to jasmonic acid stimulus	GO:0071395
AT3G17120	plant-type cell wall organization or biogenesis	GO:0071669
AT3G17120	defense response to other organism	GO:0098542
AT3G17150	negative regulation of catalytic activity	GO:0043086
AT3G17152	negative regulation of catalytic activity	GO:0043086
AT3G17155	biological_process	GO:0008150
AT3G17160	biological_process	GO:0008150
AT3G17170	rRNA processing	GO:0006364
AT3G17170	RNA splicing	GO:0008380
AT3G17170	root meristem specification	GO:0010071
AT3G17170	regulation of root meristem growth	GO:0010082
AT3G17170	regulation of photosynthesis	GO:0010109
AT3G17170	regulation of gene expression	GO:0010468
AT3G17170	plastid transcription	GO:0042793
AT3G17170	plastid rRNA transcription	GO:0042794
AT3G17170	plastid localization	GO:0051644
AT3G17170	primary root development	GO:0080022
AT3G17170	regulation of lateral root development	GO:2000023
AT3G17205	protein polyubiquitination	GO:0000209
AT3G17205	ubiquitin-dependent protein catabolic process	GO:0006511
AT3G17205	protein ubiquitination	GO:0016567
AT3G17210	pollen tube growth	GO:0009860
AT3G17210	pollen tube adhesion	GO:0009865
AT3G17210	defense response to bacterium	GO:0042742
AT3G17210	defense response to fungus	GO:0050832
AT3G17240	cell redox homeostasis	GO:0045454
AT3G17250	protein dephosphorylation	GO:0006470
AT3G17310	DNA methylation	GO:0006306
AT3G17330	mRNA destabilization	GO:0061157
AT3G17340	protein import into nucleus	GO:0006606
AT3G17340	intracellular protein transport	GO:0006886
AT3G17340	protein transport	GO:0015031
AT3G17350	tissue development	GO:0009888
AT3G17350	cell division	GO:0051301
AT3G17360	mitotic cytokinesis	GO:0000281
AT3G17360	cytokinesis	GO:0000910
AT3G17360	cytokinesis by cell plate formation	GO:0000911
AT3G17360	microtubule-based movement	GO:0007018
AT3G17365	biological_process	GO:0008150
AT3G17380	biological_process	GO:0008150
AT3G17390	methionine metabolic process	GO:0006555
AT3G17390	S-adenosylmethionine biosynthetic process	GO:0006556
AT3G17390	response to cold	GO:0009409
AT3G17390	lignin biosynthetic process	GO:0009809
AT3G17410	protein phosphorylation	GO:0006468
AT3G17410	response to abscisic acid	GO:0009737
AT3G17410	positive regulation of abscisic acid-activated signaling pathway	GO:0009789
AT3G17410	phosphorylation	GO:0016310
AT3G17410	positive regulation of response to water deprivation	GO:1902584
AT3G17420	protein phosphorylation	GO:0006468
AT3G17420	response to water deprivation	GO:0009414
AT3G17420	response to lipid	GO:0033993
AT3G17420	small molecule metabolic process	GO:0044281
AT3G17420	cell wall organization or biogenesis	GO:0071554
AT3G17420	defense response to other organism	GO:0098542
AT3G17430	lipid biosynthetic process	GO:0008610
AT3G17430	plant-type cell wall biogenesis	GO:0009832
AT3G17430	cell differentiation	GO:0030154
AT3G17430	developmental growth	GO:0048589
AT3G17430	carbohydrate derivative metabolic process	GO:1901135
AT3G17430	organic hydroxy compound biosynthetic process	GO:1901617
AT3G17440	vesicle fusion	GO:0006906
AT3G17450	seed development	GO:0048316
AT3G17450	shoot system development	GO:0048367
AT3G17450	negative regulation of cellular process	GO:0048523
AT3G17450	photoperiodism, flowering	GO:0048573
AT3G17450	regulation of developmental process	GO:0050793
AT3G17450	regulation of reproductive process	GO:2000241
AT3G17465	translation	GO:0006412
AT3G17470	response to light stimulus	GO:0009416
AT3G17470	guanosine tetraphosphate metabolic process	GO:0015969
AT3G17510	protein phosphorylation	GO:0006468
AT3G17510	response to osmotic stress	GO:0006970
AT3G17510	response to salt stress	GO:0009651
AT3G17510	response to abscisic acid	GO:0009737
AT3G17510	intracellular signal transduction	GO:0035556
AT3G17520	response to water deprivation	GO:0009414
AT3G17520	seed development	GO:0048316
AT3G17520	acquisition of seed longevity	GO:0140547
AT3G17530	biological_process	GO:0008150
AT3G17570	biological_process	GO:0008150
AT3G17580	biological_process	GO:0008150
AT3G17590	chromatin remodeling	GO:0006338
AT3G17590	regulation of transcription by RNA polymerase II	GO:0006357
AT3G17600	regulation of DNA-templated transcription	GO:0006355
AT3G17600	gravitropism	GO:0009630
AT3G17600	response to auxin	GO:0009733
AT3G17600	root development	GO:0048364
AT3G17600	shoot system development	GO:0048367
AT3G17609	red or far-red light signaling pathway	GO:0010017
AT3G17609	regulation of photomorphogenesis	GO:0010099
AT3G17609	response to red light	GO:0010114
AT3G17609	response to far red light	GO:0010218
AT3G17609	response to UV-B	GO:0010224
AT3G17609	positive regulation of transcription by RNA polymerase II	GO:0045944
AT3G17611	response to inorganic substance	GO:0010035
AT3G17620	biological_process	GO:0008150
AT3G17626	translation	GO:0006412
AT3G17650	response to bacterium	GO:0009617
AT3G17650	response to organic cyclic compound	GO:0014070
AT3G17660	positive regulation of cellular process	GO:0048522
AT3G17660	regulation of developmental process	GO:0050793
AT3G17670	biological_process	GO:0008150
AT3G17675	biological_process	GO:0008150
AT3G17680	tissue development	GO:0009888
AT3G17690	response to herbivore	GO:0080027
AT3G17700	signal transduction	GO:0007165
AT3G17700	response to wounding	GO:0009611
AT3G17700	response to nematode	GO:0009624
AT3G17700	response to lipid	GO:0033993
AT3G17700	cellular response to organic substance	GO:0071310
AT3G17700	cellular response to oxygen-containing compound	GO:1901701
AT3G17710	biological_process	GO:0008150
AT3G17712	post-transcriptional gene silencing by RNA	GO:0035194
AT3G17712	negative regulation of RNA catabolic process	GO:1902369
AT3G17740	RNA processing	GO:0006396
AT3G17740	post-transcriptional gene silencing by RNA	GO:0035194
AT3G17740	negative regulation of RNA catabolic process	GO:1902369
AT3G17750	peptidyl-serine phosphorylation	GO:0018105
AT3G17750	peptidyl-threonine phosphorylation	GO:0018107
AT3G17760	glutamate catabolic process	GO:0006538
AT3G17770	response to water deprivation	GO:0009414
AT3G17770	response to abscisic acid	GO:0009737
AT3G17770	response to jasmonic acid	GO:0009753
AT3G17770	salicylic acid mediated signaling pathway	GO:0009863
AT3G17770	regulation of signal transduction	GO:0009966
AT3G17770	leaf senescence	GO:0010150
AT3G17770	response to organonitrogen compound	GO:0010243
AT3G17770	glycerol catabolic process	GO:0019563
AT3G17770	regulation of defense response	GO:0031347
AT3G17770	monocarboxylic acid metabolic process	GO:0032787
AT3G17770	cellular response to hormone stimulus	GO:0032870
AT3G17770	cellular catabolic process	GO:0044248
AT3G17770	cellular lipid metabolic process	GO:0044255
AT3G17770	defense response to other organism	GO:0098542
AT3G17770	inorganic ion homeostasis	GO:0098771
AT3G17770	organic substance catabolic process	GO:1901575
AT3G17780	endoplasmic reticulum to Golgi vesicle-mediated transport	GO:0006888
AT3G17780	protein localization to endoplasmic reticulum exit site	GO:0070973
AT3G17790	dephosphorylation	GO:0016311
AT3G17790	cellular phosphate ion homeostasis	GO:0030643
AT3G17790	response to hydrogen peroxide	GO:0042542
AT3G17800	response to wounding	GO:0009611
AT3G17800	response to ozone	GO:0010193
AT3G17800	response to UV-B	GO:0010224
AT3G17810	thymine catabolic process	GO:0006210
AT3G17810	uracil catabolic process	GO:0006212
AT3G17810	beta-alanine biosynthetic process	GO:0019483
AT3G17810	cellular response to nitrogen levels	GO:0043562
AT3G17820	glutamine biosynthetic process	GO:0006542
AT3G17820	nitrate assimilation	GO:0042128
AT3G17830	response to heat	GO:0009408
AT3G17830	protein refolding	GO:0042026
AT3G17830	chaperone cofactor-dependent protein refolding	GO:0051085
AT3G17840	microtubule cytoskeleton organization	GO:0000226
AT3G17840	cytokinesis	GO:0000910
AT3G17840	protein phosphorylation	GO:0006468
AT3G17840	response to inorganic substance	GO:0010035
AT3G17840	response to metal ion	GO:0010038
AT3G17840	cellular macromolecule catabolic process	GO:0044265
AT3G17840	gametophyte development	GO:0048229
AT3G17840	meristem development	GO:0048507
AT3G17840	negative regulation of cellular process	GO:0048523
AT3G17840	anatomical structure arrangement	GO:0048532
AT3G17840	regulation of cellular component organization	GO:0051128
AT3G17850	peptidyl-serine phosphorylation	GO:0018105
AT3G17850	intracellular signal transduction	GO:0035556
AT3G17850	protein autophosphorylation	GO:0046777
AT3G17860	response to wounding	GO:0009611
AT3G17860	jasmonic acid mediated signaling pathway	GO:0009867
AT3G17860	regulation of defense response	GO:0031347
AT3G17860	regulation of jasmonic acid mediated signaling pathway	GO:2000022
AT3G17880	protein folding	GO:0006457
AT3G17880	heat acclimation	GO:0010286
AT3G17880	chaperone cofactor-dependent protein refolding	GO:0051085
AT3G17880	protein complex oligomerization	GO:0051259
AT3G17890	biological_process	GO:0008150
AT3G17900	vesicle-mediated transport	GO:0016192
AT3G17910	respiratory chain complex IV assembly	GO:0008535
AT3G17910	embryo development ending in seed dormancy	GO:0009793
AT3G17920	signal transduction	GO:0007165
AT3G17920	cellular response to oxygen-containing compound	GO:1901701
AT3G17930	cytochrome b6f complex assembly	GO:0010190
AT3G17940	glucose metabolic process	GO:0006006
AT3G17940	galactose catabolic process via UDP-galactose	GO:0033499
AT3G17950	signal transduction	GO:0007165
AT3G17970	cellular component biogenesis	GO:0044085
AT3G17970	seed development	GO:0048316
AT3G17970	shoot system development	GO:0048367
AT3G17980	response to salt stress	GO:0009651
AT3G17980	positive regulation of abscisic acid-activated signaling pathway	GO:0009789
AT3G17980	positive regulation of GTPase activity	GO:0043547
AT3G17980	positive regulation of defense response to bacterium	GO:1900426
AT3G17980	positive regulation of response to salt stress	GO:1901002
AT3G18000	phosphatidylcholine biosynthetic process	GO:0006656
AT3G18000	pollen development	GO:0009555
AT3G18000	unidimensional cell growth	GO:0009826
AT3G18000	pollen tube growth	GO:0009860
AT3G18000	pollen tube guidance	GO:0010183
AT3G18000	choline biosynthetic process	GO:0042425
AT3G18000	post-embryonic root development	GO:0048528
AT3G18010	plant organ development	GO:0099402
AT3G18030	coenzyme A biosynthetic process	GO:0015937
AT3G18030	hyperosmotic salinity response	GO:0042538
AT3G18035	nucleosome assembly	GO:0006334
AT3G18035	chromosome condensation	GO:0030261
AT3G18035	negative regulation of DNA recombination	GO:0045910
AT3G18040	protein phosphorylation	GO:0006468
AT3G18040	signal transduction	GO:0007165
AT3G18040	abscisic acid-activated signaling pathway	GO:0009738
AT3G18040	intracellular signal transduction	GO:0035556
AT3G18050	organelle organization	GO:0006996
AT3G18050	cell wall organization or biogenesis	GO:0071554
AT3G18060	actin filament depolymerization	GO:0030042
AT3G18060	positive regulation of actin filament depolymerization	GO:0030836
AT3G18080	carbohydrate metabolic process	GO:0005975
AT3G18080	glucosinolate metabolic process	GO:0019760
AT3G18090	DNA-templated transcription	GO:0006351
AT3G18100	regulation of DNA-templated transcription	GO:0006355
AT3G18110	embryo development ending in seed dormancy	GO:0009793
AT3G18110	chloroplast RNA processing	GO:0031425
AT3G18130	positive regulation of protein phosphorylation	GO:0001934
AT3G18130	seed germination	GO:0009845
AT3G18130	positive regulation of signal transduction	GO:0009967
AT3G18130	root development	GO:0048364
AT3G18130	shoot system development	GO:0048367
AT3G18130	cellular response to abscisic acid stimulus	GO:0071215
AT3G18130	rescue of stalled ribosome	GO:0072344
AT3G18140	TOR signaling	GO:0031929
AT3G18140	regulation of actin cytoskeleton organization	GO:0032956
AT3G18140	long-day photoperiodism	GO:0048571
AT3G18140	regulation of inositol biosynthetic process	GO:1900088
AT3G18140	regulation of raffinose biosynthetic process	GO:1900091
AT3G18160	peroxisome organization	GO:0007031
AT3G18160	protein import into peroxisome membrane	GO:0045046
AT3G18165	defense response to bacterium	GO:0042742
AT3G18165	defense response to fungus	GO:0050832
AT3G18170	response to wounding	GO:0009611
AT3G18170	tissue development	GO:0009888
AT3G18170	root morphogenesis	GO:0010015
AT3G18170	carboxylic acid metabolic process	GO:0019752
AT3G18170	developmental growth	GO:0048589
AT3G18170	cell wall organization or biogenesis	GO:0071554
AT3G18170	anatomical structure maturation	GO:0071695
AT3G18170	plant epidermis development	GO:0090558
AT3G18190	protein folding	GO:0006457
AT3G18210	cellular response to DNA damage stimulus	GO:0006974
AT3G18210	negative regulation of metabolic process	GO:0009892
AT3G18210	shoot system morphogenesis	GO:0010016
AT3G18210	histone modification	GO:0016570
AT3G18210	gene silencing by RNA	GO:0031047
AT3G18210	small molecule metabolic process	GO:0044281
AT3G18210	seed development	GO:0048316
AT3G18215	organic substance catabolic process	GO:1901575
AT3G18220	phospholipid metabolic process	GO:0006644
AT3G18220	cell differentiation	GO:0030154
AT3G18220	regulation of developmental growth	GO:0048638
AT3G18220	regulation of reproductive process	GO:2000241
AT3G18230	response to light stimulus	GO:0009416
AT3G18230	negative regulation of cellular biosynthetic process	GO:0031327
AT3G18230	root development	GO:0048364
AT3G18230	shoot system development	GO:0048367
AT3G18230	regulation of developmental process	GO:0050793
AT3G18240	cell differentiation	GO:0030154
AT3G18240	mitochondrial translation	GO:0032543
AT3G18250	immune system process	GO:0002376
AT3G18250	toxin metabolic process	GO:0009404
AT3G18250	response to wounding	GO:0009611
AT3G18250	systemic acquired resistance	GO:0009627
AT3G18250	response to salicylic acid	GO:0009751
AT3G18250	hormone-mediated signaling pathway	GO:0009755
AT3G18250	photosynthesis	GO:0015979
AT3G18250	secondary metabolic process	GO:0019748
AT3G18250	regulation of defense response	GO:0031347
AT3G18250	defense response to bacterium	GO:0042742
AT3G18250	cellular catabolic process	GO:0044248
AT3G18250	defense response to fungus	GO:0050832
AT3G18250	defense response to other organism	GO:0098542
AT3G18260	response to bacterium	GO:0009617
AT3G18280	lipid transport	GO:0006869
AT3G18282	biological_process	GO:0008150
AT3G18290	ubiquitin-dependent protein catabolic process	GO:0006511
AT3G18290	embryo development ending in seed dormancy	GO:0009793
AT3G18290	cellular response to iron ion starvation	GO:0010106
AT3G18290	protein ubiquitination	GO:0016567
AT3G18290	multicellular organismal iron ion homeostasis	GO:0060586
AT3G18290	cellular response to hypoxia	GO:0071456
AT3G18295	meristem development	GO:0048507
AT3G18295	regulation of developmental process	GO:0050793
AT3G18300	biological_process	GO:0008150
AT3G18310	negative regulation of cellular process	GO:0048523
AT3G18350	leaf senescence	GO:0010150
AT3G18350	regulation of cellular component biogenesis	GO:0044087
AT3G18350	cellular catabolic process	GO:0044248
AT3G18350	protein-containing complex assembly	GO:0065003
AT3G18350	cell wall organization or biogenesis	GO:0071554
AT3G18350	defense response to other organism	GO:0098542
AT3G18350	organonitrogen compound catabolic process	GO:1901565
AT3G18370	signal transduction	GO:0007165
AT3G18380	cell cycle	GO:0007049
AT3G18380	vegetative to reproductive phase transition of meristem	GO:0010228
AT3G18380	histone lysine methylation	GO:0034968
AT3G18380	seed development	GO:0048316
AT3G18380	shoot system development	GO:0048367
AT3G18380	regulation of post-embryonic development	GO:0048580
AT3G18380	cell division	GO:0051301
AT3G18390	embryo development ending in seed dormancy	GO:0009793
AT3G18410	photorespiration	GO:0009853
AT3G18420	chloroplast organization	GO:0009658
AT3G18440	malate transport	GO:0015743
AT3G18450	biological_process	GO:0008150
AT3G18470	biological_process	GO:0008150
AT3G18480	intra-Golgi vesicle-mediated transport	GO:0006891
AT3G18480	cellular localization	GO:0051641
AT3G18480	organic substance transport	GO:0071702
AT3G18490	response to water deprivation	GO:0009414
AT3G18490	systemic acquired resistance	GO:0009627
AT3G18490	response to abscisic acid	GO:0009737
AT3G18500	biological_process	GO:0008150
AT3G18510	biological_process	GO:0008150
AT3G18520	negative regulation of transcription by RNA polymerase II	GO:0000122
AT3G18520	DNA-mediated transformation	GO:0009294
AT3G18520	response to heat	GO:0009408
AT3G18520	photomorphogenesis	GO:0009640
AT3G18520	positive regulation of abscisic acid-activated signaling pathway	GO:0009789
AT3G18520	histone deacetylation	GO:0016575
AT3G18520	regulation of photosynthesis, light reaction	GO:0042548
AT3G18520	protein homotetramerization	GO:0051289
AT3G18520	positive regulation of photomorphogenesis	GO:2000306
AT3G18524	pyrimidine dimer repair	GO:0006290
AT3G18524	mismatch repair	GO:0006298
AT3G18524	mitotic recombination	GO:0006312
AT3G18524	negative regulation of reciprocal meiotic recombination	GO:0045128
AT3G18530	microtubule cytoskeleton organization	GO:0000226
AT3G18535	biological_process	GO:0008150
AT3G18550	regulation of DNA-templated transcription	GO:0006355
AT3G18550	secondary shoot formation	GO:0010223
AT3G18550	regulation of secondary shoot formation	GO:2000032
AT3G18560	response to water deprivation	GO:0009414
AT3G18560	response to wounding	GO:0009611
AT3G18560	response to salt stress	GO:0009651
AT3G18560	hormone-mediated signaling pathway	GO:0009755
AT3G18560	response to organonitrogen compound	GO:0010243
AT3G18560	secondary metabolic process	GO:0019748
AT3G18560	regulation of defense response	GO:0031347
AT3G18560	cellular response to abscisic acid stimulus	GO:0071215
AT3G18560	defense response to other organism	GO:0098542
AT3G18560	inorganic ion homeostasis	GO:0098771
AT3G18570	lipid storage	GO:0019915
AT3G18580	mitochondrial DNA replication	GO:0006264
AT3G18580	response to inorganic substance	GO:0010035
AT3G18580	positive regulation of helicase activity	GO:0051096
AT3G18600	maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	GO:0000463
AT3G18610	rDNA heterochromatin formation	GO:0000183
AT3G18620	protein targeting to membrane	GO:0006612
AT3G18620	peptidyl-L-cysteine S-palmitoylation	GO:0018230
AT3G18630	base-excision repair, AP site formation via deaminated base removal	GO:0097510
AT3G18640	biological_process	GO:0008150
AT3G18660	starch metabolic process	GO:0005982
AT3G18660	plant-type secondary cell wall biogenesis	GO:0009834
AT3G18660	glucuronoxylan biosynthetic process	GO:0010417
AT3G18660	xylan biosynthetic process	GO:0045492
AT3G18680	UDP biosynthetic process	GO:0006225
AT3G18680	response to light stimulus	GO:0009416
AT3G18680	chloroplast organization	GO:0009658
AT3G18680	chloroplast RNA processing	GO:0031425
AT3G18680	regulation of photosynthesis, light reaction	GO:0042548
AT3G18680	'de novo' CTP biosynthetic process	GO:0044210
AT3G18690	innate immune response-activating signal transduction	GO:0002758
AT3G18710	protein ubiquitination	GO:0016567
AT3G18720	biological_process	GO:0008150
AT3G18730	G2/M transition of mitotic cell cycle	GO:0000086
AT3G18730	meristem structural organization	GO:0009933
AT3G18730	regulation of meristem structural organization	GO:0009934
AT3G18730	epigenetic regulation of gene expression	GO:0040029
