gen.id	name	go.id
Zm00001d041267	endoplasmic reticulum to Golgi vesicle-mediated transport	GO:0006888
Zm00001d041267	protein transport	GO:0015031
Zm00001d041268	mitotic cell cycle	GO:0000278
Zm00001d041268	cell cycle	GO:0007049
Zm00001d041268	chromosome segregation	GO:0007059
Zm00001d041269	protein phosphorylation	GO:0006468
Zm00001d041269	unidimensional cell growth	GO:0009826
Zm00001d041269	phosphorylation	GO:0016310
Zm00001d041269	peptidyl-serine phosphorylation	GO:0018105
Zm00001d041269	intracellular signal transduction	GO:0035556
Zm00001d041274	double-strand break repair via homologous recombination	GO:0000724
Zm00001d041274	DNA unwinding involved in DNA replication	GO:0006268
Zm00001d041274	nucleotide-excision repair	GO:0006289
Zm00001d041274	telomere maintenance via telomerase	GO:0007004
Zm00001d041274	meiotic cell cycle	GO:0051321
Zm00001d041277	abaxial cell fate specification	GO:0010158
Zm00001d041277	developmental process	GO:0032502
Zm00001d041277	cell fate commitment	GO:0045165
Zm00001d041280	proteolysis	GO:0006508
Zm00001d041280	ubiquitin-dependent protein catabolic process	GO:0006511
Zm00001d041280	protein deubiquitination	GO:0016579
Zm00001d041294	cellular response to oxidative stress	GO:0034599
Zm00001d041294	cellular oxidant detoxification	GO:0098869
Zm00001d041298	protein phosphorylation	GO:0006468
Zm00001d041298	hormone-mediated signaling pathway	GO:0009755
Zm00001d041298	phosphorylation	GO:0016310
Zm00001d041307	brassinosteroid mediated signaling pathway	GO:0009742
Zm00001d041308	cation transport	GO:0006812
Zm00001d041308	potassium ion transport	GO:0006813
Zm00001d041308	transmembrane transport	GO:0055085
Zm00001d041308	proton transmembrane transport	GO:1902600
Zm00001d041315	ion transport	GO:0006811
Zm00001d041315	proton transmembrane transport	GO:1902600
Zm00001d041322	translation	GO:0006412
Zm00001d041323	microtubule-based process	GO:0007017
Zm00001d041323	microtubule-based movement	GO:0007018
Zm00001d041327	phosphorylation	GO:0016310
Zm00001d041334	regulation of cyclin-dependent protein serine/threonine kinase activity	GO:0000079
Zm00001d041334	cell cycle	GO:0007049
Zm00001d041334	mitotic cell cycle phase transition	GO:0044772
Zm00001d041334	cell division	GO:0051301
Zm00001d041343	defense response	GO:0006952
Zm00001d041345	regulation of cyclin-dependent protein serine/threonine kinase activity	GO:0000079
Zm00001d041345	cell cycle	GO:0007049
Zm00001d041345	mitotic cell cycle phase transition	GO:0044772
Zm00001d041345	cell division	GO:0051301
Zm00001d041346	tRNA wobble uridine modification	GO:0002098
Zm00001d041346	tRNA wobble position uridine thiolation	GO:0002143
Zm00001d041346	tRNA processing	GO:0008033
Zm00001d041346	lateral root formation	GO:0010311
Zm00001d041346	protein urmylation	GO:0032447
Zm00001d041346	tRNA thio-modification	GO:0034227
Zm00001d041347	protein insertion into mitochondrial outer membrane	GO:0045040
Zm00001d041351	regulation of transcription by RNA polymerase II	GO:0006357
Zm00001d041352	purine ribonucleoside salvage	GO:0006166
Zm00001d041352	adenine salvage	GO:0006168
Zm00001d041352	AMP salvage	GO:0044209
Zm00001d041353	mitotic cytokinesis	GO:0000281
Zm00001d041353	cytokinesis by cell plate formation	GO:0000911
Zm00001d041353	microtubule-based movement	GO:0007018
Zm00001d041353	phragmoplast microtubule organization	GO:0080175
Zm00001d041354	mitotic cell cycle	GO:0000278
Zm00001d041354	DNA replication	GO:0006260
Zm00001d041354	leading strand elongation	GO:0006272
Zm00001d041354	DNA repair	GO:0006281
Zm00001d041354	base-excision repair, gap-filling	GO:0006287
Zm00001d041354	nucleotide-excision repair, DNA gap filling	GO:0006297
Zm00001d041354	DNA-templated transcription	GO:0006351
Zm00001d041354	DNA replication proofreading	GO:0045004
Zm00001d041354	DNA biosynthetic process	GO:0071897
Zm00001d041354	nucleic acid phosphodiester bond hydrolysis	GO:0090305
Zm00001d041355	cellular amino acid biosynthetic process	GO:0008652
Zm00001d041355	branched-chain amino acid biosynthetic process	GO:0009082
Zm00001d041355	isoleucine biosynthetic process	GO:0009097
Zm00001d041355	valine biosynthetic process	GO:0009099
Zm00001d041356	protein glycosylation	GO:0006486
Zm00001d041356	Lewis a epitope biosynthetic process	GO:0010493
Zm00001d041362	defense response	GO:0006952
Zm00001d041362	response to other organism	GO:0051707
Zm00001d041363	protein phosphorylation	GO:0006468
Zm00001d041363	cell surface receptor signaling pathway	GO:0007166
Zm00001d041363	phosphorylation	GO:0016310
Zm00001d041365	protein ubiquitination	GO:0016567
Zm00001d041376	regulation of DNA-templated transcription	GO:0006355
Zm00001d041376	abaxial cell fate specification	GO:0010158
Zm00001d041376	cell differentiation	GO:0030154
Zm00001d041378	regulation of DNA-templated transcription	GO:0006355
Zm00001d041378	histone acetylation	GO:0016573
Zm00001d041378	positive regulation of transcription by RNA polymerase II	GO:0045944
Zm00001d041389	transcription initiation at RNA polymerase I promoter	GO:0006361
Zm00001d041389	translational initiation	GO:0006413
Zm00001d041392	calcium-mediated signaling	GO:0019722
Zm00001d041393	calcium-mediated signaling	GO:0019722
Zm00001d041397	regulation of DNA-templated transcription	GO:0006355
Zm00001d041397	response to stimulus	GO:0050896
Zm00001d041399	endoplasmic reticulum to Golgi vesicle-mediated transport	GO:0006888
Zm00001d041399	retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum	GO:0006890
Zm00001d041399	intra-Golgi vesicle-mediated transport	GO:0006891
Zm00001d041402	auxin biosynthetic process	GO:0009851
Zm00001d041405	protein ubiquitination	GO:0016567
Zm00001d041405	primary metabolic process	GO:0044238
Zm00001d041405	cellular macromolecule metabolic process	GO:0044260
Zm00001d041407	pyridoxal 5'-phosphate salvage	GO:0009443
Zm00001d041407	phosphorylation	GO:0016310
Zm00001d041407	vitamin B6 metabolic process	GO:0042816
Zm00001d041414	SCF-dependent proteasomal ubiquitin-dependent protein catabolic process	GO:0031146
Zm00001d041416	regulation of DNA-templated transcription	GO:0006355
Zm00001d041416	response to auxin	GO:0009733
Zm00001d041416	auxin-activated signaling pathway	GO:0009734
Zm00001d041417	protein folding	GO:0006457
Zm00001d041417	response to endoplasmic reticulum stress	GO:0034976
Zm00001d041418	regulation of DNA-templated transcription	GO:0006355
Zm00001d041418	response to auxin	GO:0009733
Zm00001d041418	auxin-activated signaling pathway	GO:0009734
Zm00001d041420	ion transport	GO:0006811
Zm00001d041420	proton transmembrane transport	GO:1902600
Zm00001d041432	photosynthesis	GO:0015979
Zm00001d041438	endoplasmic reticulum membrane fusion	GO:0016320
Zm00001d041439	protein phosphorylation	GO:0006468
Zm00001d041439	phosphorylation	GO:0016310
Zm00001d041444	regulation of DNA-templated transcription	GO:0006355
Zm00001d041445	regulation of DNA-templated transcription	GO:0006355
Zm00001d041448	intracellular protein transport	GO:0006886
Zm00001d041448	vesicle-mediated transport	GO:0016192
Zm00001d041450	negative regulation of transcription by RNA polymerase II	GO:0000122
Zm00001d041450	regulation of DNA-templated transcription	GO:0006355
Zm00001d041450	histone deacetylation	GO:0016575
Zm00001d041450	negative regulation of DNA-templated transcription	GO:0045892
Zm00001d041453	negative regulation of transcription by RNA polymerase II	GO:0000122
Zm00001d041453	regulation of DNA-templated transcription	GO:0006355
Zm00001d041453	histone deacetylation	GO:0016575
Zm00001d041453	negative regulation of DNA-templated transcription	GO:0045892
Zm00001d041455	cellular amino acid biosynthetic process	GO:0008652
Zm00001d041455	methionine biosynthetic process	GO:0009086
Zm00001d041455	methylation	GO:0032259
Zm00001d041457	maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	GO:0000462
Zm00001d041457	translation	GO:0006412
Zm00001d041458	lipid biosynthetic process	GO:0008610
Zm00001d041458	sterol biosynthetic process	GO:0016126
Zm00001d041471	methylation	GO:0032259
Zm00001d041472	regulation of DNA-templated transcription	GO:0006355
Zm00001d041475	spliceosomal complex disassembly	GO:0000390
Zm00001d041475	transcription initiation at RNA polymerase II promoter	GO:0006367
Zm00001d041475	mRNA processing	GO:0006397
Zm00001d041475	nitrogen compound metabolic process	GO:0006807
Zm00001d041475	RNA splicing	GO:0008380
Zm00001d041475	macromolecule metabolic process	GO:0043170
Zm00001d041475	primary metabolic process	GO:0044238
Zm00001d041476	protein phosphorylation	GO:0006468
Zm00001d041476	phosphorylation	GO:0016310
Zm00001d041480	Group II intron splicing	GO:0000373
Zm00001d041480	rRNA processing	GO:0006364
Zm00001d041481	lipid metabolic process	GO:0006629
Zm00001d041481	lipid catabolic process	GO:0016042
Zm00001d041489	regulation of DNA-templated transcription	GO:0006355
Zm00001d041491	regulation of DNA-templated transcription	GO:0006355
Zm00001d041491	regulation of transcription by RNA polymerase II	GO:0006357
Zm00001d041497	regulation of DNA-templated transcription	GO:0006355
Zm00001d041497	response to hormone	GO:0009725
Zm00001d041497	auxin-activated signaling pathway	GO:0009734
Zm00001d041498	regulation of DNA-templated transcription	GO:0006355
Zm00001d041504	protein glycosylation	GO:0006486
Zm00001d041504	cellular macromolecule biosynthetic process	GO:0034645
Zm00001d041504	primary metabolic process	GO:0044238
Zm00001d041504	carbohydrate derivative biosynthetic process	GO:1901137
Zm00001d041506	regulation of DNA-templated transcription	GO:0006355
Zm00001d041510	pectin biosynthetic process	GO:0045489
Zm00001d041510	cell wall organization	GO:0071555
Zm00001d041513	mRNA splicing, via spliceosome	GO:0000398
Zm00001d041513	maturation of LSU-rRNA	GO:0000470
Zm00001d041513	maturation of SSU-rRNA	GO:0030490
Zm00001d041514	protein phosphorylation	GO:0006468
Zm00001d041514	phosphorylation	GO:0016310
Zm00001d041514	positive regulation of transcription elongation by RNA polymerase II	GO:0032968
Zm00001d041514	regulation of cell cycle	GO:0051726
Zm00001d041514	phosphorylation of RNA polymerase II C-terminal domain	GO:0070816
Zm00001d041523	activation of protein kinase activity	GO:0032147
Zm00001d041523	regulation of mitotic spindle organization	GO:0060236
Zm00001d041523	mitotic spindle assembly	GO:0090307
Zm00001d041526	pseudouridine synthesis	GO:0001522
Zm00001d041526	RNA modification	GO:0009451
Zm00001d041526	tRNA pseudouridine synthesis	GO:0031119
Zm00001d041526	mRNA pseudouridine synthesis	GO:1990481
Zm00001d041533	nucleobase-containing compound metabolic process	GO:0006139
Zm00001d041533	purine nucleoside catabolic process	GO:0006152
Zm00001d041533	metabolic process	GO:0008152
Zm00001d041533	organonitrogen compound metabolic process	GO:1901564
Zm00001d041534	amino acid transmembrane transport	GO:0003333
Zm00001d041534	amino acid transport	GO:0006865
Zm00001d041548	cell surface receptor signaling pathway	GO:0007166
Zm00001d041548	protein ubiquitination	GO:0016567
Zm00001d041549	regulation of DNA-templated transcription	GO:0006355
Zm00001d041550	protein folding	GO:0006457
Zm00001d041550	cellular response to unfolded protein	GO:0034620
Zm00001d041550	protein refolding	GO:0042026
Zm00001d041550	chaperone cofactor-dependent protein refolding	GO:0051085
Zm00001d041556	protein import into nucleus	GO:0006606
Zm00001d041556	intracellular protein transport	GO:0006886
Zm00001d041558	double-strand break repair via homologous recombination	GO:0000724
Zm00001d041558	DNA replication	GO:0006260
Zm00001d041558	DNA unwinding involved in DNA replication	GO:0006268
Zm00001d041558	DNA repair	GO:0006281
Zm00001d041558	nucleotide-excision repair	GO:0006289
Zm00001d041558	DNA recombination	GO:0006310
Zm00001d041558	telomere maintenance via telomerase	GO:0007004
Zm00001d041558	meiotic cell cycle	GO:0051321
Zm00001d041559	telomere maintenance	GO:0000723
Zm00001d041559	DNA repair	GO:0006281
Zm00001d041559	DNA recombination	GO:0006310
Zm00001d041559	cellular response to DNA damage stimulus	GO:0006974
Zm00001d041559	protein transport	GO:0015031
Zm00001d041559	DNA duplex unwinding	GO:0032508
Zm00001d041560	ion transport	GO:0006811
Zm00001d041560	magnesium ion transport	GO:0015693
Zm00001d041560	magnesium ion transmembrane transport	GO:1903830
Zm00001d041561	proteolysis	GO:0006508
Zm00001d041561	protein desumoylation	GO:0016926
Zm00001d041563	telomere maintenance	GO:0000723
Zm00001d041563	DNA repair	GO:0006281
Zm00001d041563	DNA recombination	GO:0006310
Zm00001d041563	cellular response to DNA damage stimulus	GO:0006974
Zm00001d041563	DNA duplex unwinding	GO:0032508
Zm00001d041564	ion transport	GO:0006811
Zm00001d041564	magnesium ion transport	GO:0015693
Zm00001d041564	magnesium ion transmembrane transport	GO:1903830
Zm00001d041565	proteolysis	GO:0006508
Zm00001d041565	protein desumoylation	GO:0016926
Zm00001d041568	cytoplasmic translation	GO:0002181
Zm00001d041568	translation	GO:0006412
Zm00001d041573	phosphorylation	GO:0016310
Zm00001d041575	cellular amino acid biosynthetic process	GO:0008652
Zm00001d041575	lysine biosynthetic process	GO:0009085
Zm00001d041575	lysine biosynthetic process via diaminopimelate	GO:0009089
Zm00001d041576	regulation of DNA-templated transcription	GO:0006355
Zm00001d041580	regulation of DNA-templated transcription	GO:0006355
Zm00001d041582	rescue of stalled ribosome	GO:0072344
Zm00001d041582	ribosome-associated ubiquitin-dependent protein catabolic process	GO:1990116
Zm00001d041588	glycolytic process	GO:0006096
Zm00001d041590	anion transport	GO:0006820
Zm00001d041590	inorganic anion transport	GO:0015698
Zm00001d041590	ion homeostasis	GO:0050801
Zm00001d041590	transmembrane transport	GO:0055085
Zm00001d041592	epigenetic regulation of gene expression	GO:0040029
Zm00001d041594	establishment of localization	GO:0051234
Zm00001d041594	cation transmembrane transport	GO:0098655
Zm00001d041595	rRNA processing	GO:0006364
Zm00001d041595	translation	GO:0006412
Zm00001d041595	translational elongation	GO:0006414
Zm00001d041595	RNA splicing	GO:0008380
Zm00001d041595	root meristem specification	GO:0010071
Zm00001d041595	regulation of root meristem growth	GO:0010082
Zm00001d041595	regulation of photosynthesis	GO:0010109
Zm00001d041595	regulation of gene expression	GO:0010468
Zm00001d041595	plastid transcription	GO:0042793
Zm00001d041595	plastid rRNA transcription	GO:0042794
Zm00001d041595	plastid localization	GO:0051644
Zm00001d041595	primary root development	GO:0080022
Zm00001d041595	regulation of lateral root development	GO:2000023
Zm00001d041595	regulation of unsaturated fatty acid biosynthetic process	GO:2001279
Zm00001d041597	protein folding	GO:0006457
Zm00001d041597	microtubule-based process	GO:0007017
Zm00001d041597	tubulin complex assembly	GO:0007021
Zm00001d041599	regulation of DNA-templated transcription	GO:0006355
Zm00001d041599	protein phosphorylation	GO:0006468
Zm00001d041599	signal transduction	GO:0007165
Zm00001d041599	phosphorylation	GO:0016310
Zm00001d041599	response to stimulus	GO:0050896
Zm00001d041601	chromatin remodeling	GO:0006338
Zm00001d041603	ubiquitin-dependent ERAD pathway	GO:0030433
Zm00001d041603	endoplasmic reticulum unfolded protein response	GO:0030968
Zm00001d041603	retrograde protein transport, ER to cytosol	GO:0030970
Zm00001d041606	double-strand break repair via break-induced replication	GO:0000727
Zm00001d041606	DNA replication	GO:0006260
Zm00001d041606	DNA unwinding involved in DNA replication	GO:0006268
Zm00001d041606	DNA replication initiation	GO:0006270
Zm00001d041606	DNA strand elongation involved in DNA replication	GO:0006271
Zm00001d041606	cell cycle	GO:0007049
Zm00001d041606	DNA duplex unwinding	GO:0032508
Zm00001d041608	sphingolipid metabolic process	GO:0006665
Zm00001d041608	ceramide biosynthetic process	GO:0046513
Zm00001d041609	maintenance of transcriptional fidelity during transcription elongation by RNA polymerase II	GO:0001193
Zm00001d041609	transcription-coupled nucleotide-excision repair	GO:0006283
Zm00001d041609	DNA-templated transcription	GO:0006351
Zm00001d041609	transcription initiation at RNA polymerase II promoter	GO:0006367
Zm00001d041609	mRNA cleavage	GO:0006379
Zm00001d041610	pseudouridine synthesis	GO:0001522
Zm00001d041610	RNA modification	GO:0009451
Zm00001d041619	pyrimidine nucleotide-sugar transmembrane transport	GO:0090481
Zm00001d041620	pyrimidine nucleotide biosynthetic process	GO:0006221
Zm00001d041620	CTP biosynthetic process	GO:0006241
Zm00001d041620	glutamine metabolic process	GO:0006541
Zm00001d041620	pyrimidine nucleobase biosynthetic process	GO:0019856
Zm00001d041620	'de novo' CTP biosynthetic process	GO:0044210
Zm00001d041624	lipid metabolic process	GO:0006629
Zm00001d041625	dihydrofolate biosynthetic process	GO:0006761
Zm00001d041625	biosynthetic process	GO:0009058
Zm00001d041625	folic acid-containing compound biosynthetic process	GO:0009396
Zm00001d041625	tetrahydrofolylpolyglutamate biosynthetic process	GO:0046901
Zm00001d041627	positive gravitropism	GO:0009958
Zm00001d041632	cytokinesis by cell plate formation	GO:0000911
Zm00001d041632	cell plate assembly	GO:0000919
Zm00001d041632	intra-Golgi vesicle-mediated transport	GO:0006891
Zm00001d041632	early endosome to Golgi transport	GO:0034498
Zm00001d041632	Golgi vesicle transport	GO:0048193
Zm00001d041635	SCF-dependent proteasomal ubiquitin-dependent protein catabolic process	GO:0031146
Zm00001d041637	purine nucleobase catabolic process	GO:0006145
Zm00001d041647	clathrin coat disassembly	GO:0072318
Zm00001d041647	clathrin-dependent endocytosis	GO:0072583
Zm00001d041648	cellular amino acid metabolic process	GO:0006520
Zm00001d041653	ion transport	GO:0006811
Zm00001d041653	cellular ion homeostasis	GO:0006873
Zm00001d041653	inorganic anion transport	GO:0015698
Zm00001d041653	ion transmembrane transport	GO:0034220
Zm00001d041653	transmembrane transport	GO:0055085
Zm00001d041666	DNA replication	GO:0006260
Zm00001d041666	DNA strand elongation involved in DNA replication	GO:0006271
Zm00001d041666	nucleotide-excision repair, DNA gap filling	GO:0006297
Zm00001d041666	DNA synthesis involved in UV-damage excision repair	GO:1904161
Zm00001d041692	lipid transport	GO:0006869
Zm00001d041693	intracellular protein transport	GO:0006886
Zm00001d041693	endoplasmic reticulum to Golgi vesicle-mediated transport	GO:0006888
Zm00001d041693	vesicle-mediated transport	GO:0016192
Zm00001d041693	transcytosis	GO:0045056
Zm00001d041693	Golgi vesicle docking	GO:0048211
Zm00001d041693	vesicle fusion with Golgi apparatus	GO:0048280
Zm00001d041693	membrane fusion	GO:0061025
Zm00001d041695	double-strand break repair via homologous recombination	GO:0000724
Zm00001d041695	DNA replication	GO:0006260
Zm00001d041695	DNA unwinding involved in DNA replication	GO:0006268
Zm00001d041695	DNA repair	GO:0006281
Zm00001d041695	nucleotide-excision repair	GO:0006289
Zm00001d041695	DNA recombination	GO:0006310
Zm00001d041695	telomere maintenance via telomerase	GO:0007004
Zm00001d041695	meiotic cell cycle	GO:0051321
Zm00001d041697	glycolytic process	GO:0006096
Zm00001d041700	chorismate biosynthetic process	GO:0009423
Zm00001d041700	shikimate metabolic process	GO:0019632
Zm00001d041701	lipid metabolic process	GO:0006629
Zm00001d041701	fatty acid metabolic process	GO:0006631
Zm00001d041701	fatty acid biosynthetic process	GO:0006633
Zm00001d041708	DNA-templated transcription elongation	GO:0006354
Zm00001d041708	primary metabolic process	GO:0044238
Zm00001d041708	cellular macromolecule metabolic process	GO:0044260
Zm00001d041708	negative regulation of DNA-templated transcription	GO:0045892
Zm00001d041708	positive regulation of transcription by RNA polymerase II	GO:0045944
Zm00001d041710	glutathione biosynthetic process	GO:0006750
Zm00001d041710	organonitrogen compound metabolic process	GO:1901564
Zm00001d041711	cytokinesis by cell plate formation	GO:0000911
Zm00001d041711	auxin-activated signaling pathway	GO:0009734
Zm00001d041711	unidimensional cell growth	GO:0009826
Zm00001d041711	positive regulation of DNA endoreduplication	GO:0032877
Zm00001d041711	positive regulation of cell size	GO:0045793
Zm00001d041711	positive regulation of cell division	GO:0051781
Zm00001d041714	signal transduction	GO:0007165
Zm00001d041714	regulation of catalytic activity	GO:0050790
Zm00001d041715	response to stress	GO:0006950
Zm00001d041715	vernalization response	GO:0010048
Zm00001d041715	epigenetic regulation of gene expression	GO:0040029
Zm00001d041716	intracellular protein transport	GO:0006886
Zm00001d041716	exocytosis	GO:0006887
Zm00001d041716	vesicle fusion	GO:0006906
Zm00001d041716	protein transport	GO:0015031
Zm00001d041716	vesicle-mediated transport	GO:0016192
Zm00001d041716	vesicle docking	GO:0048278
Zm00001d041716	membrane fusion	GO:0061025
Zm00001d041719	protein folding	GO:0006457
Zm00001d041725	actin filament bundle assembly	GO:0051017
Zm00001d041740	regulation of DNA-templated transcription	GO:0006355
Zm00001d041740	response to stimulus	GO:0050896
Zm00001d041744	vesicle-mediated transport	GO:0016192
Zm00001d041748	allantoin transport	GO:0015720
Zm00001d041748	transmembrane transport	GO:0055085
Zm00001d041748	nitrogen compound transport	GO:0071705
Zm00001d041748	uracil transmembrane transport	GO:1903791
Zm00001d041752	regulation of ARF protein signal transduction	GO:0032012
Zm00001d041752	regulation of catalytic activity	GO:0050790
Zm00001d041753	cell population proliferation	GO:0008283
Zm00001d041753	positive regulation of transcription by RNA polymerase II	GO:0045944
Zm00001d041753	leaf development	GO:0048366
Zm00001d041755	telomere maintenance	GO:0000723
Zm00001d041755	DNA repair	GO:0006281
Zm00001d041755	DNA recombination	GO:0006310
Zm00001d041755	cellular response to DNA damage stimulus	GO:0006974
Zm00001d041755	DNA duplex unwinding	GO:0032508
Zm00001d041756	ribosomal large subunit assembly	GO:0000027
Zm00001d041756	cytoplasmic translation	GO:0002181
Zm00001d041756	translation	GO:0006412
Zm00001d041757	double-strand break repair via homologous recombination	GO:0000724
Zm00001d041757	DNA recombinase assembly	GO:0000730
Zm00001d041757	DNA metabolic process	GO:0006259
Zm00001d041757	DNA repair	GO:0006281
Zm00001d041757	DNA recombination	GO:0006310
Zm00001d041757	mitotic recombination	GO:0006312
Zm00001d041757	cellular response to DNA damage stimulus	GO:0006974
Zm00001d041757	reciprocal meiotic recombination	GO:0007131
Zm00001d041757	strand invasion	GO:0042148
Zm00001d041757	chromosome organization involved in meiotic cell cycle	GO:0070192
Zm00001d041757	mitotic recombination-dependent replication fork processing	GO:1990426
Zm00001d041758	translation	GO:0006412
Zm00001d041758	translational initiation	GO:0006413
Zm00001d041758	regulation of catalytic activity	GO:0050790
Zm00001d041760	translation	GO:0006412
Zm00001d041760	positive regulation of translational fidelity	GO:0045903
Zm00001d041767	chromatin organization	GO:0006325
Zm00001d041767	DNA-templated transcription elongation	GO:0006354
Zm00001d041767	regulation of DNA-templated transcription	GO:0006355
Zm00001d041769	proteolysis	GO:0006508
Zm00001d041769	secondary metabolic process	GO:0019748
Zm00001d041772	L-phenylalanine catabolic process	GO:0006559
Zm00001d041772	glutathione metabolic process	GO:0006749
Zm00001d041772	aromatic amino acid family metabolic process	GO:0009072
Zm00001d041772	response to chemical	GO:0042221
Zm00001d041773	protein phosphorylation	GO:0006468
Zm00001d041773	phosphorylation	GO:0016310
Zm00001d041775	biosynthetic process	GO:0009058
Zm00001d041775	monosaccharide biosynthetic process	GO:0046364
Zm00001d041776	carbohydrate metabolic process	GO:0005975
Zm00001d041776	metabolic process	GO:0008152
Zm00001d041777	carbohydrate metabolic process	GO:0005975
Zm00001d041777	metabolic process	GO:0008152
Zm00001d041778	intracellular protein transport	GO:0006886
Zm00001d041778	protein transport	GO:0015031
Zm00001d041778	vesicle-mediated transport	GO:0016192
Zm00001d041778	clathrin-dependent endocytosis	GO:0072583
Zm00001d041781	regulation of DNA-templated transcription	GO:0006355
Zm00001d041781	regulation of transcription by RNA polymerase II	GO:0006357
Zm00001d041781	positive regulation of transcription by RNA polymerase II	GO:0045944
Zm00001d041785	endoplasmic reticulum to Golgi vesicle-mediated transport	GO:0006888
Zm00001d041785	retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum	GO:0006890
Zm00001d041785	protein transport	GO:0015031
Zm00001d041785	vesicle-mediated transport	GO:0016192
Zm00001d041785	Golgi localization	GO:0051645
Zm00001d041789	mRNA catabolic process	GO:0006402
Zm00001d041789	negative regulation of translation	GO:0017148
Zm00001d041789	gene silencing by RNA	GO:0031047
Zm00001d041791	regulation of DNA-templated transcription	GO:0006355
Zm00001d041803	negative regulation of transcription by RNA polymerase II	GO:0000122
Zm00001d041803	positive regulation of transcription by RNA polymerase II	GO:0045944
Zm00001d041809	translation	GO:0006412
Zm00001d041814	nucleobase-containing compound metabolic process	GO:0006139
Zm00001d041814	nitrogen compound metabolic process	GO:0006807
Zm00001d041814	phosphorylation	GO:0016310
Zm00001d041814	nucleoside monophosphate phosphorylation	GO:0046940
Zm00001d041816	nucleic acid phosphodiester bond hydrolysis	GO:0090305
Zm00001d041818	regulation of DNA-templated transcription	GO:0006355
Zm00001d041818	regulation of transcription by RNA polymerase II	GO:0006357
Zm00001d041819	photosynthesis	GO:0015979
Zm00001d041823	fucose metabolic process	GO:0006004
Zm00001d041827	response to stress	GO:0006950
Zm00001d041827	response to oxidative stress	GO:0006979
Zm00001d041827	hydrogen peroxide catabolic process	GO:0042744
Zm00001d041827	cellular oxidant detoxification	GO:0098869
Zm00001d041829	metabolic process	GO:0008152
Zm00001d041829	thiamine biosynthetic process	GO:0009228
Zm00001d041829	thiamine diphosphate biosynthetic process	GO:0009229
Zm00001d041829	phosphorylation	GO:0016310
Zm00001d041831	regulation of DNA-templated transcription	GO:0006355
Zm00001d041833	pseudouridine synthesis	GO:0001522
Zm00001d041833	tRNA processing	GO:0008033
Zm00001d041833	RNA modification	GO:0009451
Zm00001d041833	tRNA pseudouridine synthesis	GO:0031119
Zm00001d041836	amino acid transmembrane transport	GO:0003333
Zm00001d041836	amino acid transport	GO:0006865
Zm00001d041837	electron transport chain	GO:0022900
Zm00001d041838	maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	GO:0000463
Zm00001d041839	acetyl-CoA biosynthetic process from pyruvate	GO:0006086
Zm00001d041842	amino acid transmembrane transport	GO:0003333
Zm00001d041842	amino acid transport	GO:0006865
Zm00001d041844	methylation	GO:0032259
Zm00001d041854	protein dephosphorylation	GO:0006470
Zm00001d041854	dephosphorylation	GO:0016311
Zm00001d041855	dolichol-linked oligosaccharide biosynthetic process	GO:0006488
Zm00001d041855	DNA integration	GO:0015074
Zm00001d041859	cation transport	GO:0006812
Zm00001d041859	sodium ion transport	GO:0006814
Zm00001d041859	regulation of intracellular pH	GO:0051453
Zm00001d041859	transmembrane transport	GO:0055085
Zm00001d041859	potassium ion transmembrane transport	GO:0071805
Zm00001d041859	sodium ion import across plasma membrane	GO:0098719
Zm00001d041859	proton transmembrane transport	GO:1902600
Zm00001d041861	carbohydrate metabolic process	GO:0005975
Zm00001d041861	metabolic process	GO:0008152
Zm00001d041861	cellular carbohydrate catabolic process	GO:0044275
Zm00001d041863	tRNA methylation	GO:0030488
Zm00001d041863	rRNA base methylation	GO:0070475
Zm00001d041869	regulation of DNA-templated transcription	GO:0006355
Zm00001d041869	regulation of salicylic acid biosynthetic process	GO:0080142
Zm00001d041871	protein phosphorylation	GO:0006468
Zm00001d041871	phosphorylation	GO:0016310
Zm00001d041873	protein phosphorylation	GO:0006468
Zm00001d041873	cell surface receptor signaling pathway	GO:0007166
Zm00001d041873	phosphorylation	GO:0016310
Zm00001d041880	carbohydrate metabolic process	GO:0005975
Zm00001d041880	metabolic process	GO:0008152
Zm00001d041882	ion transport	GO:0006811
Zm00001d041882	proton transmembrane transport	GO:1902600
Zm00001d041883	regulation of DNA-templated transcription	GO:0006355
Zm00001d041883	cell differentiation	GO:0030154
Zm00001d041884	termination of RNA polymerase II transcription	GO:0006369
Zm00001d041884	mRNA polyadenylation	GO:0006378
Zm00001d041884	mRNA processing	GO:0006397
Zm00001d041884	dephosphorylation of RNA polymerase II C-terminal domain	GO:0070940
Zm00001d041887	meiotic chromosome condensation	GO:0010032
Zm00001d041887	chromosome condensation	GO:0030261
Zm00001d041887	mitotic sister chromatid separation	GO:0051306
Zm00001d041889	regulation of DNA-templated transcription	GO:0006355
Zm00001d041900	rRNA processing	GO:0006364
Zm00001d041900	tRNA export from nucleus	GO:0006409
Zm00001d041905	phosphorylation	GO:0016310
Zm00001d041906	protein polyubiquitination	GO:0000209
Zm00001d041906	ubiquitin-dependent protein catabolic process	GO:0006511
